Date,Close
6/29/2018 16:00:00,59.23
7/2/2018 16:00:00,60.56
7/3/2018 13:00:00,59.21
7/5/2018 16:00:00,60.68
7/6/2018 16:00:00,61.83
7/9/2018 16:00:00,62.31
7/10/2018 16:00:00,63.31
7/11/2018 16:00:00,61.88
7/12/2018 16:00:00,62.81
7/13/2018 16:00:00,62.33
7/16/2018 16:00:00,62.05
7/17/2018 16:00:00,63.42
7/18/2018 16:00:00,62.93
7/19/2018 16:00:00,63.01
7/20/2018 16:00:00,62.72
7/23/2018 16:00:00,62.35
7/24/2018 16:00:00,62.18
7/25/2018 16:00:00,62.97
7/26/2018 16:00:00,63.71
7/27/2018 16:00:00,63.01
7/30/2018 16:00:00,61.03
7/31/2018 16:00:00,61.22
8/1/2018 16:00:00,61.62
8/2/2018 16:00:00,62.66
8/3/2018 16:00:00,63.03
8/6/2018 16:00:00,63.51
8/7/2018 16:00:00,64.24
8/8/2018 16:00:00,64.61
8/9/2018 16:00:00,64.11
8/10/2018 16:00:00,63.7
8/13/2018 16:00:00,64.03
8/14/2018 16:00:00,65.36
8/15/2018 16:00:00,64.77
8/16/2018 16:00:00,64.36
8/17/2018 16:00:00,61.21
8/20/2018 16:00:00,61.96
8/21/2018 16:00:00,63.33
8/22/2018 16:00:00,65.71
8/23/2018 16:00:00,66.71
8/24/2018 16:00:00,68.06
8/27/2018 16:00:00,68.97
8/28/2018 16:00:00,68.6
8/29/2018 16:00:00,69.62
8/30/2018 16:00:00,69.45
8/31/2018 16:00:00,70.17
9/4/2018 16:00:00,70.93
9/5/2018 16:00:00,69.61
9/6/2018 16:00:00,68.18
9/7/2018 16:00:00,67.97
9/10/2018 16:00:00,68.68
9/11/2018 16:00:00,68.2
9/12/2018 16:00:00,67.05
9/13/2018 16:00:00,67.83
9/14/2018 16:00:00,69.11
9/17/2018 16:00:00,68.48
9/18/2018 16:00:00,67.76
9/19/2018 16:00:00,68
9/20/2018 16:00:00,66.57
9/21/2018 16:00:00,65.86
9/24/2018 16:00:00,66.43
9/25/2018 16:00:00,67.1
9/26/2018 16:00:00,66.73
9/27/2018 16:00:00,66.85
9/28/2018 16:00:00,70.26
10/1/2018 16:00:00,72.34
10/2/2018 16:00:00,71.62
10/3/2018 16:00:00,71.68
10/4/2018 16:00:00,69.82
10/5/2018 16:00:00,67.47
10/8/2018 16:00:00,66.44
10/9/2018 16:00:00,66.39
10/10/2018 16:00:00,61.42
10/11/2018 16:00:00,58.78
10/12/2018 16:00:00,61.64
10/15/2018 16:00:00,58.85
10/16/2018 16:00:00,61.46
10/17/2018 16:00:00,60.77
10/18/2018 16:00:00,59.88
10/19/2018 16:00:00,57.29
10/22/2018 16:00:00,57.81
10/23/2018 16:00:00,55.27
10/24/2018 16:00:00,49.85
10/25/2018 16:00:00,51.96
10/26/2018 16:00:00,49.57
10/29/2018 16:00:00,46.41
10/30/2018 16:00:00,50.75
10/31/2018 16:00:00,52.71
11/1/2018 16:00:00,54.53
11/2/2018 16:00:00,53.73
11/5/2018 16:00:00,52.94
11/6/2018 16:00:00,52.77
11/7/2018 16:00:00,53.45
11/8/2018 16:00:00,51.5
11/9/2018 16:00:00,51.42
11/12/2018 16:00:00,47.39
11/13/2018 16:00:00,49.83
11/14/2018 16:00:00,49.3
11/15/2018 16:00:00,50.6
11/16/2018 16:00:00,41.11
11/19/2018 16:00:00,36.17
11/20/2018 16:00:00,37.27
11/21/2018 16:00:00,36.18
11/23/2018 13:00:00,36.25
11/26/2018 16:00:00,38.26
11/27/2018 16:00:00,38.43
11/28/2018 16:00:00,40.02
11/29/2018 16:00:00,39.34
11/30/2018 16:00:00,40.86
12/3/2018 16:00:00,42.51
12/4/2018 16:00:00,39.28
12/6/2018 16:00:00,39.57
12/7/2018 16:00:00,36.9
12/10/2018 16:00:00,37.97
12/11/2018 16:00:00,37.05
12/12/2018 16:00:00,37.23
12/13/2018 16:00:00,37.22
12/14/2018 16:00:00,36.61
12/17/2018 16:00:00,35.9
12/18/2018 16:00:00,36.74
12/19/2018 16:00:00,34.63
12/20/2018 16:00:00,33.78
12/21/2018 16:00:00,32.39
12/24/2018 13:00:00,31.77
12/26/2018 16:00:00,33.28
12/27/2018 16:00:00,32.79
12/28/2018 16:00:00,33.41
12/31/2018 16:00:00,33.38
